median_square_feet,average_listing_price,indicator
2013,776392,Good deal
1232,599000,No deal
2089,337235,Good deal
2021,373387,Good deal
972,212400,Good deal
1900,206613,Good deal
3080,1184975,No deal
4400,879000,No deal
3760,1267500,No deal
2042,490291,Good deal
2680,1263707,No deal
2150,669785,Good deal
1797,560817,No deal
1465,567251,No deal
1410,562690,No deal
1584,107086,Good deal
2056,220000,Good deal
1279,454872,No deal
2500,430375,No deal
2003,602789,Good deal
1608,816907,No deal
1430,286283,Good deal
1593,174040,Good deal
1908,140000,Good deal
2079,350391,Good deal
1452,197508,Good deal
1404,277517,Good deal
1376,32500,Good deal
2463,1142091,No deal
2162,144900,Good deal
2080,679395,Good deal
1134,117000,Good deal
1890,88000,Good deal
2106,712250,Good deal
1520,177175,Good deal
672,159000,Good deal
1540,1829756,No deal
1972,268081,Good deal
825,31450,Good deal
3354,1626609,No deal
1656,699256,No deal
1920,484980,Good deal
3238,453055,No deal
1725,237300,Good deal
4914,1014675,No deal
3325,1469075,No deal
2033,377986,Good deal
1731,729766,No deal
1738,486633,No deal
1509,320606,No deal
1380,284465,Good deal
1967,257066,Good deal
1780,681722,No deal
2048,385000,Good deal
1729,98000,Good deal
1722,298818,No deal
1888,419000,Good deal
2682,493885,No deal
3690,1055126,No deal
1664,424950,No deal
2370,2891589,No deal
3024,649000,No deal
744,35000,Good deal
2149,613697,Good deal
1302,139900,Good deal
1575,165530,Good deal
2360,897875,No deal
1316,135000,Good deal
3960,59125,Good deal
1850,400695,No deal
1512,396900,No deal
1923,295000,Good deal
1833,1521795,No deal
1380,111261,Good deal
1947,221225,Good deal
1739,462780,No deal
2457,300950,No deal
1600,2300000,No deal
2467,277380,Good deal
1989,161908,Good deal
2350,415882,No deal
2306,99000,Good deal
2410,222245,Good deal
2600,2432450,No deal
1534,254290,Good deal
1680,150000,Good deal
1625,838837,No deal
2294,653606,Good deal
4340,683297,No deal
2158,516580,Good deal
1743,218511,Good deal
2500,592500,No deal
2196,575762,Good deal
5000,1317333,No deal
2259,379297,Good deal
2332,330438,Good deal
1499,962811,No deal
1418,152400,Good deal
1464,299738,No deal
1620,129525,Good deal
1087,249900,Good deal
1520,244781,Good deal
1524,361909,No deal
1873,188700,Good deal
1364,839438,No deal
4867,2836846,No deal
1560,114700,Good deal
1600,429475,No deal
1434,257536,Good deal
2300,374583,Good deal
1280,86950,Good deal
2832,449900,No deal
2181,666083,Good deal
1685,365290,No deal
1496,348066,No deal
2160,270263,Good deal
1232,49800,Good deal
1332,123072,Good deal
1730,382354,No deal
2596,2623612,No deal
1311,240000,Good deal
1214,976845,No deal
2008,507770,Good deal
1446,687094,No deal
2661,348314,No deal
1247,125533,Good deal
1966,296365,Good deal
1428,235000,Good deal
1938,130780,Good deal
3865,2099768,No deal
1382,334745,No deal
1820,3496514,No deal
1439,108209,Good deal
1542,327229,No deal
2528,584585,No deal
3500,249975,Good deal
2465,879543,No deal
1880,127267,Good deal
812,110000,Good deal
1248,35000,Good deal
2062,252317,Good deal
2023,307830,Good deal
1476,186480,Good deal
1637,450000,No deal
2219,650000,Good deal
2240,613933,Good deal
2320,305848,Good deal
2352,115917,Good deal
2409,917909,No deal
3112,1292500,No deal
1952,185717,Good deal
1639,708373,No deal
2148,349132,Good deal
2495,786057,No deal
1600,182900,Good deal
2594,411600,No deal
2054,713253,Good deal
2171,251503,Good deal
830,45900,Good deal
1827,585998,No deal
1102,209900,Good deal
2340,554695,Good deal
1242,139000,Good deal
2787,692493,No deal
2205,234663,Good deal
2388,1238113,No deal
1155,95000,Good deal
2250,249800,Good deal
1516,176658,Good deal
1698,269900,Good deal
1680,255000,Good deal
2240,289850,Good deal
2046,490195,Good deal
1784,229562,Good deal
1944,487415,Good deal
979,625000,No deal
4255,2533775,No deal
2400,485767,No deal
3404,600000,No deal
1259,1914647,No deal
2434,295000,No deal
1845,367636,No deal
1492,169233,Good deal
1288,215000,Good deal
3616,952863,No deal
3000,582500,No deal
3522,393340,No deal
1129,114500,Good deal
2647,1298715,No deal
1505,328296,No deal
5889,2999999,No deal
2824,123500,Good deal
2448,180500,Good deal
890,420829,No deal
3723,340613,No deal
968,54900,Good deal
1750,272515,Good deal
1890,656775,Good deal
1260,113475,Good deal
1702,221663,Good deal
2170,449560,Good deal
2487,361983,No deal
1972,299900,Good deal
3888,2000000,No deal
4031,1308607,No deal
1411,123798,Good deal
1716,69900,Good deal
3186,872196,No deal
2234,317430,Good deal
476,257667,Good deal
2195,1412012,Good deal
1564,49333,Good deal
2061,421633,Good deal
2384,1359984,No deal
5130,1.17E+07,No deal
1484,1489817,No deal
1772,397815,No deal
1603,273973,Good deal
3692,820532,No deal
1270,223241,Good deal
1368,749537,No deal
2453,350000,No deal
1488,255375,Good deal
2870,2096286,No deal
1501,842058,No deal
1500,129900,Good deal
1856,187364,Good deal
1705,700652,No deal
2419,500687,No deal
5508,3017006,No deal
992,149983,Good deal
3258,172400,Good deal
2245,455640,Good deal
1176,124900,Good deal
1693,416221,No deal
1722,973592,No deal
2000,434361,Good deal
1301,239101,Good deal
2140,61250,Good deal
1400,90000,Good deal
1800,578067,No deal
1863,352062,No deal
3213,301625,No deal
2599,205625,Good deal
990,94458,Good deal
1500,205950,Good deal
2444,389000,No deal
1152,95131,Good deal
2550,694605,No deal
1341,269458,Good deal
1677,392344,No deal
1920,78000,Good deal
1580,157900,Good deal
1850,203971,Good deal
2700,344750,No deal
2120,262832,Good deal
756,213113,Good deal
1300,197000,Good deal
1232,268000,Good deal
1440,425428,No deal
3963,1340346,No deal
1408,236969,Good deal
1068,278980,Good deal
1502,181945,Good deal
2232,170380,Good deal
2658,337500,No deal
906,618105,No deal
1678,228833,Good deal
2962,639162,No deal
1604,306267,No deal
1656,279000,Good deal
2191,373250,Good deal
2299,899644,Good deal
3404,838167,No deal
1777,412870,No deal
2825,766500,No deal
2325,606082,Good deal
1601,93434,Good deal
4708,725000,No deal
1975,856371,Good deal
6255,689000,No deal
2184,314900,Good deal
2929,615500,No deal
1325,644391,No deal
1004,1003826,No deal
1341,99900,Good deal
1645,263331,Good deal
3268,748083,No deal
2992,395000,No deal
1781,282500,Good deal
1396,125300,Good deal
1456,44900,Good deal
3362,299900,No deal
1664,265121,Good deal
1652,470981,No deal
2000,220500,Good deal
2000,545790,Good deal
2140,566646,Good deal
1658,473353,No deal
2264,735287,Good deal
1413,119900,Good deal
2111,241065,Good deal
1932,517712,Good deal
1234,1911524,No deal
3216,553390,No deal
1882,630075,Good deal
2300,285000,Good deal
1978,708173,Good deal
2062,314794,Good deal
1200,64900,Good deal
1551,280000,Good deal
1553,115000,Good deal
1300,334900,No deal
1890,384885,Good deal
5200,376225,No deal
1248,618000,No deal
920,296208,No deal
1951,504764,Good deal
4969,2100000,No deal
1430,561241,No deal
1250,230450,Good deal
1456,199900,Good deal
1424,581513,No deal
3300,229267,Good deal
1902,414858,Good deal
1876,109900,Good deal
1931,339667,Good deal
2581,897077,No deal
1630,274951,Good deal
1324,286104,Good deal
2232,567330,Good deal
1788,159000,Good deal
1822,248775,Good deal
3616,805698,No deal
1408,240600,Good deal
2352,709827,No deal
1800,140011,Good deal
384,25000,Good deal
2476,574179,No deal
2180,1031474,Good deal
2022,643346,Good deal
2423,598216,No deal
2155,377362,Good deal
1200,337675,No deal
2632,237644,Good deal
2021,408473,Good deal
1249,129651,Good deal
3656,1104819,No deal
2148,569723,Good deal
1452,359950,No deal
1500,985763,No deal
1280,3266250,No deal
2134,262921,Good deal
1999,259642,Good deal
1312,70000,Good deal
2039,306005,Good deal
1573,320447,No deal
1930,124900,Good deal
3200,374950,No deal
1625,460484,No deal
1055,160814,Good deal
1980,167740,Good deal
1267,306225,No deal
2010,595748,Good deal
2553,641210,No deal
1548,259052,Good deal
1390,298900,No deal
1656,252783,Good deal
1920,794500,Good deal
2473,1334382,No deal
1260,141845,Good deal
1629,205013,Good deal
2000,1749950,Good deal
2550,249225,Good deal
2227,385467,Good deal
1481,154641,Good deal
1816,451739,No deal
1644,218004,Good deal
1674,458417,No deal
4999,575000,No deal
1282,115205,Good deal
1178,392500,No deal
3456,3650000,No deal
1772,385635,No deal
1595,252101,Good deal
2425,334633,No deal
960,79900,Good deal
2217,398737,Good deal
1920,109750,Good deal
1147,91233,Good deal
1554,1558021,No deal
1017,57014,Good deal
1805,2460945,No deal
1762,1092982,No deal
1559,490278,No deal
1356,413333,No deal
1824,249895,Good deal
3066,554500,No deal
3200,719300,No deal
2746,295000,No deal
3998,850667,No deal
1714,189475,Good deal
1008,40000,Good deal
1183,345205,No deal
2206,250598,Good deal
1605,805692,No deal
1008,86912,Good deal
1600,289250,Good deal
2630,517338,No deal
1799,237250,Good deal
1649,548434,No deal
2352,362692,No deal
5856,584250,No deal
2882,529000,No deal
2489,317786,No deal
2204,435370,Good deal
1678,253515,Good deal
1757,399000,No deal
1702,79163,Good deal
1642,260323,Good deal
2200,491500,Good deal
1392,289929,Good deal
1998,671459,Good deal
1194,56208,Good deal
1274,125887,Good deal
832,59900,Good deal
5200,457450,No deal
2658,613293,No deal
2992,288150,Good deal
1200,84900,Good deal
1930,324900,Good deal
2599,977463,No deal
1358,150025,Good deal
2619,1120210,No deal
4038,5696458,No deal
2450,868356,No deal
2092,1107980,Good deal
1675,302000,No deal
2088,363220,Good deal
2100,399999,Good deal
1827,379455,No deal
2113,569000,Good deal
1856,576900,No deal
3402,429500,No deal
1918,98688,Good deal
2595,299900,No deal
2163,330000,Good deal
1350,117306,Good deal
1780,639520,No deal
2875,529281,No deal
3204,1090000,No deal
1897,229133,Good deal
1373,120279,Good deal
1248,60000,Good deal
1378,207967,Good deal
1631,207554,Good deal
2587,535613,No deal
1378,117000,Good deal
1822,369882,No deal
2434,375000,No deal
1406,279950,Good deal
1269,149000,Good deal
2153,459216,Good deal
2104,493196,Good deal
1718,276696,Good deal
1522,492243,No deal
3672,829725,No deal
925,561118,No deal
1260,249933,Good deal
1490,304424,No deal
3823,470000,No deal
2676,518626,No deal
2047,547622,Good deal
1797,228770,Good deal
2800,1276308,No deal
1364,1226061,No deal
4685,775000,No deal
1594,127082,Good deal
3228,348300,No deal
1603,979339,No deal
2646,1756083,No deal
4600,1277871,No deal
2232,241800,Good deal
1852,680648,No deal
1888,549419,Good deal
1756,168293,Good deal
1642,208163,Good deal
1591,192250,Good deal
1848,584101,No deal
1771,1250000,No deal
3200,987375,No deal
1793,373679,No deal
1742,728747,No deal
2200,310377,Good deal
2935,808881,No deal
1716,166852,Good deal
1464,302764,No deal
2298,306850,Good deal
1786,102296,Good deal
3032,224975,Good deal
2168,526940,Good deal
1554,69900,Good deal
2020,734425,Good deal
1435,742987,No deal
1377,199900,Good deal
1117,505987,No deal
1860,177200,Good deal
1462,162716,Good deal
1163,323711,No deal
2396,567677,No deal
1248,140000,Good deal
1461,220000,Good deal
4676,650000,No deal
1646,85000,Good deal
1320,65000,Good deal
1848,110448,Good deal
2151,1727813,Good deal
1176,640000,No deal
2464,516667,No deal
1172,91500,Good deal
1900,94940,Good deal
7256,1222500,No deal
938,64720,Good deal
1064,192300,Good deal
1020,432373,No deal
1204,15000,Good deal
1172,227540,Good deal
2043,1079082,Good deal
2177,491097,Good deal
2229,331621,Good deal
1386,445000,No deal
1264,165000,Good deal
2200,159200,Good deal
4568,69950,Good deal
1778,1741843,No deal
1500,187000,Good deal
1899,543599,Good deal
1684,909474,No deal
1430,579765,No deal
1440,186463,Good deal
3674,639199,No deal
1161,79900,Good deal
1630,258729,Good deal
2030,222611,Good deal
1350,319333,No deal
2342,90000,Good deal
1186,658325,No deal
1376,89375,Good deal
1429,139351,Good deal
3785,601926,No deal
1084,2699101,No deal
1557,64633,Good deal
814,75000,Good deal
1739,600405,No deal
1799,270845,Good deal
1277,245400,Good deal
2217,130000,Good deal
2160,1719958,Good deal
1386,216725,Good deal
2400,449613,No deal
1419,209000,Good deal
2475,795511,No deal
2386,890244,No deal
2819,896239,No deal
1764,169500,Good deal
2129,1021225,Good deal
3590,895388,No deal
1451,109225,Good deal
4352,410500,No deal
1768,290750,Good deal
2904,521053,No deal
1705,310127,No deal
1164,84867,Good deal
1358,495448,No deal
1408,174952,Good deal
1019,199500,Good deal
1695,139500,Good deal
2428,374483,No deal
1740,633467,No deal
925,76035,Good deal
2047,152717,Good deal
1104,104700,Good deal
1261,741662,No deal
3408,639574,No deal
1074,88000,Good deal
1750,576909,No deal
1520,137440,Good deal
1478,1229306,No deal
1440,320000,No deal
2315,465894,Good deal
2308,426085,Good deal
2222,407834,Good deal
1741,394750,No deal
5430,487975,No deal
2500,500000,No deal
1646,123757,Good deal
1723,329517,No deal
1557,425544,No deal
3345,462450,No deal
1209,265000,Good deal
900,175000,Good deal
1357,190594,Good deal
2000,144450,Good deal
1774,439256,No deal
6838,1517000,No deal
3252,937881,No deal
840,665000,No deal
1444,119000,Good deal
3423,688722,No deal
2510,441528,No deal
3500,2613231,No deal
1920,111950,Good deal
3217,1814822,No deal
1482,133906,Good deal
4206,2802202,No deal
1811,330942,No deal
1018,509987,No deal
1405,989909,No deal
2342,305000,Good deal
1669,537076,No deal
1797,317642,No deal
1613,444131,No deal
1486,481396,No deal
1870,346468,No deal
3215,457450,No deal
1640,202252,Good deal
820,69900,Good deal
3300,770170,No deal
2962,409115,No deal
2287,539516,Good deal
1300,245642,Good deal
3700,600607,No deal
1620,664907,No deal
1500,522500,No deal
1375,251971,Good deal
2076,760838,Good deal
2400,700000,No deal
1855,653465,No deal
2385,175777,Good deal
1344,204900,Good deal
3043,1015796,No deal
1138,30997,Good deal
2677,1365569,No deal
1904,153468,Good deal
1467,412349,No deal
1675,102007,Good deal
1555,147860,Good deal
1972,141979,Good deal
1628,475656,No deal
2197,539362,Good deal
867,169292,Good deal
3100,1189000,No deal
2194,206280,Good deal
2424,1574680,No deal
1391,158525,Good deal
1901,753832,Good deal
1668,385000,No deal
3040,1516633,No deal
4674,540000,No deal
2107,397481,Good deal
2005,867500,Good deal
1451,492757,No deal
1653,1113250,No deal
1738,799363,No deal
1672,422364,No deal
1553,283303,Good deal
1727,358175,No deal
1860,519492,No deal
1260,751631,No deal
2178,378238,Good deal
2290,127250,Good deal
2540,412000,No deal
2040,394950,Good deal
1152,158988,Good deal
2359,566448,No deal
1539,496122,No deal
2082,124900,Good deal
2355,456843,No deal
1615,80875,Good deal
3370,389000,No deal
1739,386210,No deal
715,652843,No deal
1909,242355,Good deal
882,39675,Good deal
2162,1648550,Good deal
2204,518373,Good deal
2240,500104,Good deal
1728,599000,No deal
1508,378955,No deal
2177,2155016,Good deal
3166,993542,No deal
5684,1924000,No deal
2435,579273,No deal
4813,809950,No deal
1661,577178,No deal
1363,97584,Good deal
1676,222824,Good deal
2659,518452,No deal
2470,441705,No deal
2624,881150,No deal
1820,695250,No deal
1097,54457,Good deal
4900,1582125,No deal
1443,249553,Good deal
1400,115875,Good deal
2155,478153,Good deal
1527,223013,Good deal
2144,2166044,Good deal
1469,887955,No deal
1416,207631,Good deal
2174,89000,Good deal
1200,225000,Good deal
2453,371909,No deal
2200,348450,Good deal
2000,435138,Good deal
1713,122276,Good deal
3641,795853,No deal
1749,459100,No deal
1110,1366000,No deal
3056,1047500,No deal
2001,489267,Good deal
